Context,Utterance,Label
"but the re-installt didnt work __eou__ yes __eou__ i reinstal ubuntu but i get the same problem with xubuntu __eou__ ubuntu be fine.. no problem , it xubuntu __eou__ yes __eou__ it doe the same thing __eou__ black screen , then to login __eou__ tri run xbuntu 's termin ? __eou__ type `` xterm '' in the alt+f2 in xbuntu ? ( i need to clear understand ) or be it the xfce4-termin command ? __eou__ __eot__ in the alt f2 __eou__ just add it to the menu __eou__ right click the menu and hit edit menus __eou__ oh your the one use xterm instead __eou__ sudo update-altern -- config x-terminal-emul __eou__ set it to use xterm as default instead of the xfce one __eou__ __eot__ will that work for the button as well ? __eou__ __eot__ i think so __eou__ itll make xterm the default termin emul for everyth __eou__ # 1 be the one your use __eou__ there a - befor termin __eou__ __eot__ it xfce4termin | tee- terminalcrash.txt ? ? ? ? __eou__ __eot__",no xfce4-termin __eou__ the first termina __eou__ no space __eou__,1
anyon know where ubunutu 's startup directori be locat ? __eou__ __eot__ what do you want to do ? __eou__ __eot__ add a coupl of line so it boot an app on startup __eou__ __eot__,yes __eou__,0
xstation > yes __eou__ __eot__ how just do apt-get instal kmail __eou__ ihav postfix as my mta but be after a easi mail client __eou__ there be a few evolut sylphe pine elm mutt what do you use __eou__ what do you like about evolut __eou__ mani thank for help with nano and to roryy __eou__ __eot__ gnomefreak have leave __eou__ ubotu be a robot __eou__ it be probabl eth0 but it could be eth1 or eth2 if you have multipl nic card __eou__ router ip be probabl 192.168.1.1 or 192.168.0.1 __eou__ __eot__ router ip be 192.168.1.64 __eou__ can you at script it look ok to me __eou__ __eot__ ? ? ? __eou__ __eot__ http : //paste.ubuntu-nl.org/11376 __eou__ __eot__,i have no clue what that be or what it doe sorri __eou__,1
"hello i need some help with a few thing __eou__ __eot__ /usr/lib/mozilla-firefox __eou__ fraid i ca n't help you there , i edit it to use alsa instead of esd for everyth __eou__ __eot__","uh , i 'm not sure . for safeti i 'd do sudo aptitud instal mysql-serv mysql-client mysql-common __eou__ then you 'd need to make sure mysql be run , then you 'd need to do some kind of hocus-pocus to set up a non-root account , unless you re root . __eou__ then `mysql` would work . __eou__",0
kleedrac_work : a 2.6 kernel need 26 meg of ram to run __eou__ __eot__ i do n't recal say it do n't ? __eou__ __eot__ sorri that be mean for k1duga1 __eou__ __eot__,lol ... no worri : ) __eou__,1
"can someon tell me aout screensav ? __eou__ __eot__ the good one in linux use opengl - so you need an acceler card to have them look good __eou__ __eot__ but there be so few good one in dapper __eou__ __eot__ it the matrix one for the win i still think , i saw a guy who have the matrix opengl screeni as his wallpap with xgl lol __eou__ __eot__ i have a coupl in breezi that be miss in dapper and i 'm realli miss them . wonder if one can instal more ? __eou__ also in breezi i could tick as mani as i want to and have them alter . in dapper i see no option for this and one can onli choos one at a time , be i right ? __eou__ __eot__ dapper certain have less option availi , but i expect a replac screensav manag could be use __eou__ __eot__ what 's up with that ? ! how can the next higher releas have less option and less screensav then a previous relaes ? __eou__ i tupe screensav in synapt but noth come back __eou__ __eot__ how mani do you have - i have at least 40 open gl screensav acces , but none with ani advanc option ' __eou__ __eot__ most crap all of them . the one that be great in breezi be go , replac with lot of crappi one in dapper without the option __eou__ __eot__ i think a lot of it be to do with the new gnome desktop __eou__ __eot__ i also have the default 40 or so . most of them be diabol in my opinion . the great one alway stand out and must have be recognis as such . whi they leave them out , dunno ? and the onli option be either random , which mean there be no control of what be choose or one specifi onli 1 , hmmm ... .synapt be no help here , huh ? __eou__ __eot__ you could tri `` gconf-edior '' and fiddl with the screensav stuff in there __eou__ /apps/gnome-screensav have soem option , and im sure you could search the net for some screensav to add to knome __eou__ __eot__",where be app ? __eou__ /app where ? __eou__,1
"hello , can somehom pleas help me ? i 'm get crazt __eou__ you re right mastershrek : - ) i ll ask . i ve a dell d820 with a nvidia ge forc 7400 512mb vram . i dunno whi my video card be realli slow . i ve tryi everyth but it still doenst work well __eou__ __eot__ 7400 should be fast , i have a 6200 in this box __eou__ __eot__ do u do smt to make it work good ? __eou__ __eot__ i just apt-get instal nvidia-glx-new __eou__ __eot__ i have both but now i 'm use latest nvidia driver from nvidia site __eou__ __eot__ have a good xorg.conf ? __eou__ __eot__ i guess so ... but im not 100 % sure __eou__ yesterday ve also tri to put nvagp to 0 __eou__ __eot__","not sure , never boother to check . __eou__",0
"hello . i 'm tri to make a launcher for the solitair card game pysol - i can start it in a termin as : ~/pysolfc-2.0/pysol.pi but if i put that for the launcher it doe not work - how can i fix this ? __eou__ __eot__ look at the properti of the launcher and look at the command line . __eou__ __eot__ ? what exact be i look for ? __eou__ __eot__ be you tri to run a program from the termin or what exact ? __eou__ __eot__ i 'm tri to make a launcher for the program __eou__ i can start it from a termin via : ~/pysolfc-2.0/pysol.pi __eou__ when i use that for the command in the launcher it doe not work __eou__ __eot__ just drag and drop out of the menu . onto a panel or desktop __eou__ __eot__ problem be it be not in the menu to begin with - have to unzip a tar , etc . __eou__ __eot__ right click the desktop and creat new launcher . type in the locat of the bin file . __eou__ __eot__ it start with pysol.pi - it python __eou__ __eot__ no experi with python . can you execut them direct ? __eou__ __eot__ in a termin i can launch it by type : ~/pysolfc-2.0/pysol.pi __eou__ __eot__ ok so make a new launcher and type that exact line in for the command entri . __eou__ __eot__ i do - it doe noth __eou__ __eot__ i dont see whi it wouldnt __eou__ __eot__",me either - i 'm stump __eou__,1
"be there a way to eject the cd when run from a live cd ? i need to burn a cd with a later version of ubuntu . __eou__ __eot__ probabl not __eou__ __eot__ ani better idea that that ? i have no usabl comput to burn a cd from . the onli way i can boot be via the live cd . __eou__ __eot__ you will need a drive for the burner . while the livecd be run , the drive be lock for it 's where the livecd have mount ( compress even ) all what you see and use while you use it . it 's like have a filesystem in readon . __eou__ __eot__ i be hope for an altern solut , if one exist . i guess i could instal the old version of ubuntu , download and burn the new one and then reinstal , but i think perhap there be a better and faster way . __eou__ __eot__",just curious and a littl anxious about the possabl of loos some of my system i do not realis it be the preferd way __eou__,0
"wow __eou__ anyon awaken ? __eou__ doe anyon know what the command for hibern in lucid be ? __eou__ __eot__ i person use dbus-send -- print-repli -- system -- dest=org.freedesktop.devicekit.pow /org/freedesktop/devicekit/pow org.freedesktop.devicekit.power.suspend __eou__ that 's for sleep though __eou__ __eot__ just come across this http : //ubuntu-ky.ubuntuforums.org/showthread.php ? t=813387 & page=2 __eou__ i think you re dead on __eou__ __eot__ it 's alway work great for me . and i especi like use stuff that come instal : ) __eou__ __eot__ thank __eou__ i 'm gon na tri to assign a kb shortcut to it now and tri __eou__ __eot__ alright . good luck . __eou__ __eot__ do you know how to use fn key in the keyboard shortcut window ? __eou__ __eot__ with most keyboard , the os never see a signal from fn . fn modifi what signal the actual keyboard send . __eou__ __eot__ on my dell fn+f1 suspend . i would like to do fn+f2 to hibern __eou__ current fn+f2 doe noth . __eou__ __eot__ check what you get out of fn+f2 as a signal . not sure how 'd you 'd run someth when press it though __eou__ __eot__ how would i check that ? __eou__ __eot__","yup , and it 's realli straightforward ; ) __eou__",0
"t.t t.t pplz over gentoo be supermean lol __eou__ well his kinda enuff to warn me not to exec haha __eou__ well can anyon look at someth real quick for me ? it an onlin lesson i just have a small point i do n't understand __eou__ __eot__ no promis but i ll take a stab at it ... __eou__ __eot__ thx be easi ! ! http : //www.linuxcommand.org/wss0130.php __eou__ scroll to the ad interact mode __eou__ __eot__ ok . i 'm there . __eou__ __eot__ for the case of if [ -f $ filenam ] ; then he onli do if ! = `` y '' whi doe n't he do the els case or = `` y '' so we can actaulli overwrit the file __eou__ __eot__ ok , let me see ... __eou__ __eot__ thank u soo much i be stick for a while hehe __eou__ __eot__ the -f be a bash built-in . it be true if the file exist and be a regular file . so , he give the user the option to either overwrit it , or not . __eou__ in other word , if the file doe not exist , then whi present the user with the option to overwrit ? __eou__ __eot__ yeah i understand dat but what happen if the user want to overwrit it __eou__ what happen if the user say yes ? noth happen ? __eou__ __eot__ then he simpli enter anyth but , `` y '' for the question . __eou__ __eot__",i think im confus you can u tell me what his script doe if the user answer `` y '' __eou__,1
ani recomend for a good sftp server ? ? __eou__ __eot__ openssh-serv __eou__ __eot__ standard packag ? or apt-get ? __eou__ __eot__,apt-get __eou__,1
how to instal these .tar.bz file ? __eou__ flash for linux __eou__ will alien work ? __eou__ __eot__ not your first choic ... __eou__ __eot__ where can i find driver ? __eou__ __eot__,er.. # compiz-fus __eou__,0
"im a total newb to nix ( switch 3 day ago ) and i be wonder how to instal apt-get to an sd card for use with an acer aspir one __eou__ like for exampl if i want to instal vlc on an sd like i do for window __eou__ __eot__ use apt-get -d instal ... . than copi it from /var/cache/apt to a drive __eou__ __eot__ sorri total news here.. what be the -d comman do exact ? __eou__ __eot__ it just download *.deb file , without instal __eou__ __eot__ ok and then when i move it to other drive , what be the termin comman to just instasl an apt ? __eou__ __eot__",resiz mount partit be n't usual a good idea __eou__,0
"could someon help me with my regexp pattern . i need to isol < b > blah ... blab < hr > . grep `` < b > '' work but how do i say end at < hr > ? ? help ! ! ! __eou__ __eot__ $ be the end , and ^ be the beggin __eou__ __eot__","yup , if you know how to build a kernel the debian/ubuntu-way there 's noth wrong with it ... just make sure to use kpkg . btw i never run the stock-kernel and alway use the kernel.org-sourc with my own patch-set __eou__",0
what be some of the other doc besid cairo-dock ? __eou__ __eot__ gnomedo have a nice dock __eou__ __eot__ can i just get the dock or do i have to get a bunch of other stuff too __eou__ __eot__,what ? __eou__,0
